zone;X;Y;time;idleDRTVehicles
4;439000.0;5717000.0;0.0;0
5;439000.0;5719000.0;0.0;0
6;439000.0;5721000.0;0.0;0
8;439000.0;5725000.0;0.0;0
601;479000.0;5751000.0;0.0;0
602;479000.0;5753000.0;0.0;0
603;479000.0;5755000.0;0.0;0
604;479000.0;5757000.0;0.0;0
605;479000.0;5759000.0;0.0;0
606;479000.0;5761000.0;0.0;0
607;479000.0;5763000.0;0.0;0
612;481000.0;5715000.0;0.0;0
613;481000.0;5717000.0;0.0;0
616;481000.0;5723000.0;0.0;0
617;481000.0;5725000.0;0.0;0
618;481000.0;5727000.0;0.0;0
619;481000.0;5729000.0;0.0;0
500;473000.0;5723000.0;0.0;0
501;473000.0;5725000.0;0.0;0
502;473000.0;5727000.0;0.0;0
503;473000.0;5729000.0;0.0;0
504;473000.0;5731000.0;0.0;0
505;473000.0;5733000.0;0.0;0
506;473000.0;5735000.0;0.0;0
507;473000.0;5737000.0;0.0;0
508;473000.0;5739000.0;0.0;0
630;481000.0;5751000.0;0.0;0
510;473000.0;5743000.0;0.0;0
631;481000.0;5753000.0;0.0;0
632;481000.0;5755000.0;0.0;0
511;473000.0;5745000.0;0.0;0
636;481000.0;5763000.0;0.0;0
637;481000.0;5765000.0;0.0;0
516;473000.0;5755000.0;0.0;0
518;473000.0;5759000.0;0.0;0
519;473000.0;5761000.0;0.0;0
642;483000.0;5717000.0;0.0;0
643;483000.0;5719000.0;0.0;0
523;475000.0;5711000.0;0.0;0
644;483000.0;5721000.0;0.0;0
524;475000.0;5713000.0;0.0;0
646;483000.0;5725000.0;0.0;0
405;465000.0;5765000.0;0.0;0
528;475000.0;5721000.0;0.0;0
408;467000.0;5713000.0;0.0;0
409;467000.0;5715000.0;0.0;0
530;475000.0;5725000.0;0.0;0
531;475000.0;5727000.0;0.0;0
410;467000.0;5717000.0;0.0;0
532;475000.0;5729000.0;0.0;0
411;467000.0;5719000.0;0.0;0
533;475000.0;5731000.0;0.0;0
412;467000.0;5721000.0;0.0;0
534;475000.0;5733000.0;0.0;0
414;467000.0;5725000.0;0.0;0
535;475000.0;5735000.0;0.0;0
536;475000.0;5737000.0;0.0;0
417;467000.0;5731000.0;0.0;0
418;467000.0;5733000.0;0.0;0
541;475000.0;5747000.0;0.0;0
300;459000.0;5729000.0;0.0;0
542;475000.0;5749000.0;0.0;0
543;475000.0;5751000.0;0.0;0
422;467000.0;5741000.0;0.0;0
301;459000.0;5731000.0;0.0;0
301;459000.0;5731000.0;29458.0;1
301;459000.0;5731000.0;29889.0;2
301;459000.0;5731000.0;30600.0;3
301;459000.0;5731000.0;31883.0;4
301;459000.0;5731000.0;33475.0;5
301;459000.0;5731000.0;38555.0;4
301;459000.0;5731000.0;40404.0;3
301;459000.0;5731000.0;53943.0;4
301;459000.0;5731000.0;54323.0;3
301;459000.0;5731000.0;55979.0;4
301;459000.0;5731000.0;56459.0;3
301;459000.0;5731000.0;56907.0;2
301;459000.0;5731000.0;57987.0;1
301;459000.0;5731000.0;59925.0;2
301;459000.0;5731000.0;62119.0;1
301;459000.0;5731000.0;86400.0;0
544;475000.0;5753000.0;0.0;0
423;467000.0;5743000.0;0.0;0
302;459000.0;5733000.0;0.0;0
424;467000.0;5745000.0;0.0;0
545;475000.0;5755000.0;0.0;0
303;459000.0;5735000.0;0.0;0
303;459000.0;5735000.0;1.0;1
303;459000.0;5735000.0;1.0;2
303;459000.0;5735000.0;1.0;3
303;459000.0;5735000.0;20321.0;2
303;459000.0;5735000.0;21889.0;1
303;459000.0;5735000.0;22195.0;2
303;459000.0;5735000.0;22199.0;1
303;459000.0;5735000.0;22368.0;0
303;459000.0;5735000.0;27366.0;1
303;459000.0;5735000.0;27469.0;2
303;459000.0;5735000.0;27580.0;1
303;459000.0;5735000.0;27617.0;0
303;459000.0;5735000.0;27804.0;1
303;459000.0;5735000.0;27995.0;0
303;459000.0;5735000.0;28534.0;1
303;459000.0;5735000.0;28651.0;2
303;459000.0;5735000.0;28701.0;3
303;459000.0;5735000.0;29140.0;4
303;459000.0;5735000.0;29173.0;3
303;459000.0;5735000.0;29347.0;4
303;459000.0;5735000.0;29665.0;3
303;459000.0;5735000.0;30268.0;4
303;459000.0;5735000.0;30685.0;5
303;459000.0;5735000.0;30914.0;6
303;459000.0;5735000.0;30975.0;7
303;459000.0;5735000.0;31459.0;8
303;459000.0;5735000.0;31782.0;9
303;459000.0;5735000.0;32416.0;10
303;459000.0;5735000.0;32753.0;11
303;459000.0;5735000.0;33302.0;12
303;459000.0;5735000.0;34082.0;13
303;459000.0;5735000.0;34613.0;14
303;459000.0;5735000.0;34665.0;13
303;459000.0;5735000.0;34713.0;14
303;459000.0;5735000.0;35760.0;13
303;459000.0;5735000.0;41365.0;12
303;459000.0;5735000.0;41910.0;11
303;459000.0;5735000.0;43780.0;12
303;459000.0;5735000.0;44140.0;11
303;459000.0;5735000.0;47445.0;12
303;459000.0;5735000.0;50260.0;13
303;459000.0;5735000.0;51403.0;12
303;459000.0;5735000.0;51820.0;11
303;459000.0;5735000.0;52204.0;10
303;459000.0;5735000.0;52461.0;9
303;459000.0;5735000.0;52964.0;8
303;459000.0;5735000.0;53424.0;7
303;459000.0;5735000.0;53760.0;6
303;459000.0;5735000.0;54274.0;5
303;459000.0;5735000.0;55268.0;6
303;459000.0;5735000.0;56339.0;7
303;459000.0;5735000.0;56902.0;6
303;459000.0;5735000.0;57428.0;7
303;459000.0;5735000.0;57684.0;8
303;459000.0;5735000.0;57872.0;9
303;459000.0;5735000.0;58014.0;8
303;459000.0;5735000.0;58699.0;7
303;459000.0;5735000.0;58790.0;6
303;459000.0;5735000.0;59488.0;7
303;459000.0;5735000.0;59622.0;8
303;459000.0;5735000.0;61117.0;9
303;459000.0;5735000.0;61184.0;10
303;459000.0;5735000.0;61190.0;11
303;459000.0;5735000.0;61458.0;12
303;459000.0;5735000.0;61580.0;11
303;459000.0;5735000.0;62595.0;10
303;459000.0;5735000.0;62965.0;11
303;459000.0;5735000.0;63040.0;12
303;459000.0;5735000.0;63640.0;11
303;459000.0;5735000.0;63836.0;12
303;459000.0;5735000.0;64658.0;11
303;459000.0;5735000.0;67976.0;12
303;459000.0;5735000.0;71129.0;13
303;459000.0;5735000.0;72164.0;14
303;459000.0;5735000.0;86400.0;13
303;459000.0;5735000.0;86400.0;12
303;459000.0;5735000.0;86400.0;11
303;459000.0;5735000.0;86400.0;10
303;459000.0;5735000.0;86400.0;9
303;459000.0;5735000.0;86400.0;8
303;459000.0;5735000.0;86400.0;7
303;459000.0;5735000.0;86400.0;6
303;459000.0;5735000.0;86400.0;5
303;459000.0;5735000.0;86400.0;4
303;459000.0;5735000.0;86400.0;3
303;459000.0;5735000.0;86400.0;2
303;459000.0;5735000.0;86400.0;1
303;459000.0;5735000.0;86400.0;0
425;467000.0;5747000.0;0.0;0
546;475000.0;5757000.0;0.0;0
305;459000.0;5739000.0;0.0;0
547;475000.0;5759000.0;0.0;0
426;467000.0;5749000.0;0.0;0
548;475000.0;5761000.0;0.0;0
427;467000.0;5751000.0;0.0;0
306;459000.0;5741000.0;0.0;0
549;475000.0;5763000.0;0.0;0
429;467000.0;5755000.0;0.0;0
308;459000.0;5745000.0;0.0;0
309;459000.0;5747000.0;0.0;0
430;467000.0;5757000.0;0.0;0
310;459000.0;5749000.0;0.0;0
431;467000.0;5759000.0;0.0;0
552;477000.0;5711000.0;0.0;0
553;477000.0;5713000.0;0.0;0
554;477000.0;5715000.0;0.0;0
315;459000.0;5759000.0;0.0;0
557;477000.0;5721000.0;0.0;0
437;469000.0;5713000.0;0.0;0
558;477000.0;5723000.0;0.0;0
317;459000.0;5763000.0;0.0;0
438;469000.0;5715000.0;0.0;0
318;459000.0;5765000.0;0.0;0
440;469000.0;5719000.0;0.0;0
562;477000.0;5731000.0;0.0;0
441;469000.0;5721000.0;0.0;0
200;451000.0;5761000.0;0.0;0
442;469000.0;5723000.0;0.0;0
563;477000.0;5733000.0;0.0;0
201;451000.0;5763000.0;0.0;0
564;477000.0;5735000.0;0.0;0
443;469000.0;5725000.0;0.0;0
565;477000.0;5737000.0;0.0;0
323;461000.0;5717000.0;0.0;0
444;469000.0;5727000.0;0.0;0
202;451000.0;5765000.0;0.0;0
445;469000.0;5729000.0;0.0;0
446;469000.0;5731000.0;0.0;0
204;453000.0;5711000.0;0.0;0
325;461000.0;5721000.0;0.0;0
447;469000.0;5733000.0;0.0;0
205;453000.0;5713000.0;0.0;0
326;461000.0;5723000.0;0.0;0
327;461000.0;5725000.0;0.0;0
328;461000.0;5727000.0;0.0;0
329;461000.0;5729000.0;0.0;0
209;453000.0;5721000.0;0.0;0
570;477000.0;5747000.0;0.0;0
571;477000.0;5749000.0;0.0;0
330;461000.0;5731000.0;0.0;0
572;477000.0;5751000.0;0.0;0
573;477000.0;5753000.0;0.0;0
331;461000.0;5733000.0;0.0;0
210;453000.0;5723000.0;0.0;0
574;477000.0;5755000.0;0.0;0
454;469000.0;5747000.0;0.0;0
212;453000.0;5727000.0;0.0;0
575;477000.0;5757000.0;0.0;0
576;477000.0;5759000.0;0.0;0
334;461000.0;5739000.0;0.0;0
455;469000.0;5749000.0;0.0;0
213;453000.0;5729000.0;0.0;0
213;453000.0;5729000.0;22595.0;1
213;453000.0;5729000.0;23257.0;0
213;453000.0;5729000.0;26428.0;1
213;453000.0;5729000.0;26807.0;2
213;453000.0;5729000.0;26883.0;1
213;453000.0;5729000.0;27415.0;2
213;453000.0;5729000.0;27464.0;1
213;453000.0;5729000.0;27853.0;0
213;453000.0;5729000.0;31144.0;1
213;453000.0;5729000.0;32883.0;2
213;453000.0;5729000.0;35436.0;1
213;453000.0;5729000.0;38161.0;0
213;453000.0;5729000.0;52492.0;1
213;453000.0;5729000.0;53123.0;0
213;453000.0;5729000.0;55632.0;1
213;453000.0;5729000.0;55854.0;0
213;453000.0;5729000.0;57198.0;1
213;453000.0;5729000.0;57526.0;2
213;453000.0;5729000.0;58474.0;3
213;453000.0;5729000.0;58706.0;4
213;453000.0;5729000.0;59034.0;5
213;453000.0;5729000.0;59255.0;6
213;453000.0;5729000.0;59266.0;5
213;453000.0;5729000.0;59621.0;6
213;453000.0;5729000.0;59667.0;7
213;453000.0;5729000.0;59751.0;8
213;453000.0;5729000.0;60137.0;9
213;453000.0;5729000.0;60274.0;8
213;453000.0;5729000.0;61281.0;9
213;453000.0;5729000.0;61706.0;10
213;453000.0;5729000.0;61751.0;11
213;453000.0;5729000.0;62200.0;12
213;453000.0;5729000.0;62207.0;11
213;453000.0;5729000.0;62465.0;12
213;453000.0;5729000.0;62931.0;13
213;453000.0;5729000.0;62961.0;14
213;453000.0;5729000.0;63153.0;13
213;453000.0;5729000.0;63256.0;14
213;453000.0;5729000.0;63439.0;15
213;453000.0;5729000.0;64069.0;16
213;453000.0;5729000.0;64115.0;17
213;453000.0;5729000.0;64467.0;16
213;453000.0;5729000.0;64502.0;15
213;453000.0;5729000.0;64758.0;14
213;453000.0;5729000.0;65112.0;13
213;453000.0;5729000.0;65698.0;12
213;453000.0;5729000.0;65804.0;11
213;453000.0;5729000.0;65984.0;12
213;453000.0;5729000.0;66190.0;11
213;453000.0;5729000.0;66437.0;10
213;453000.0;5729000.0;66450.0;9
213;453000.0;5729000.0;66700.0;10
213;453000.0;5729000.0;66976.0;9
213;453000.0;5729000.0;67078.0;8
213;453000.0;5729000.0;68006.0;7
213;453000.0;5729000.0;68230.0;6
213;453000.0;5729000.0;68681.0;5
213;453000.0;5729000.0;86400.0;4
213;453000.0;5729000.0;86400.0;3
213;453000.0;5729000.0;86400.0;2
213;453000.0;5729000.0;86400.0;1
213;453000.0;5729000.0;86400.0;0
577;477000.0;5761000.0;0.0;0
456;469000.0;5751000.0;0.0;0
335;461000.0;5741000.0;0.0;0
214;453000.0;5731000.0;0.0;0
214;453000.0;5731000.0;1.0;1
214;453000.0;5731000.0;1.0;2
214;453000.0;5731000.0;1.0;3
214;453000.0;5731000.0;1.0;4
214;453000.0;5731000.0;1.0;5
214;453000.0;5731000.0;1.0;6
214;453000.0;5731000.0;1.0;7
214;453000.0;5731000.0;1.0;8
214;453000.0;5731000.0;1.0;9
214;453000.0;5731000.0;1.0;10
214;453000.0;5731000.0;1.0;11
214;453000.0;5731000.0;1.0;12
214;453000.0;5731000.0;1.0;13
214;453000.0;5731000.0;1.0;14
214;453000.0;5731000.0;1.0;15
214;453000.0;5731000.0;1.0;16
214;453000.0;5731000.0;1.0;17
214;453000.0;5731000.0;1.0;18
214;453000.0;5731000.0;1.0;19
214;453000.0;5731000.0;1.0;20
214;453000.0;5731000.0;1.0;21
214;453000.0;5731000.0;1.0;22
214;453000.0;5731000.0;1.0;23
214;453000.0;5731000.0;1.0;24
214;453000.0;5731000.0;1.0;25
214;453000.0;5731000.0;1.0;26
214;453000.0;5731000.0;1.0;27
214;453000.0;5731000.0;18976.0;26
214;453000.0;5731000.0;19243.0;25
214;453000.0;5731000.0;19481.0;24
214;453000.0;5731000.0;19745.0;23
214;453000.0;5731000.0;20027.0;22
214;453000.0;5731000.0;20129.0;21
214;453000.0;5731000.0;20577.0;20
214;453000.0;5731000.0;20641.0;19
214;453000.0;5731000.0;20682.0;18
214;453000.0;5731000.0;20987.0;17
214;453000.0;5731000.0;21085.0;16
214;453000.0;5731000.0;21301.0;15
214;453000.0;5731000.0;21448.0;14
214;453000.0;5731000.0;22070.0;13
214;453000.0;5731000.0;22150.0;12
214;453000.0;5731000.0;22440.0;11
214;453000.0;5731000.0;22767.0;10
214;453000.0;5731000.0;23019.0;9
214;453000.0;5731000.0;23141.0;10
214;453000.0;5731000.0;23171.0;9
214;453000.0;5731000.0;23263.0;8
214;453000.0;5731000.0;23417.0;7
214;453000.0;5731000.0;23520.0;6
214;453000.0;5731000.0;23533.0;5
214;453000.0;5731000.0;23567.0;4
214;453000.0;5731000.0;23677.0;3
214;453000.0;5731000.0;23785.0;4
214;453000.0;5731000.0;23832.0;3
214;453000.0;5731000.0;23852.0;2
214;453000.0;5731000.0;24035.0;1
214;453000.0;5731000.0;24187.0;0
214;453000.0;5731000.0;24550.0;1
214;453000.0;5731000.0;24718.0;0
214;453000.0;5731000.0;28058.0;1
214;453000.0;5731000.0;28158.0;0
214;453000.0;5731000.0;28783.0;1
214;453000.0;5731000.0;28861.0;0
214;453000.0;5731000.0;29023.0;1
214;453000.0;5731000.0;29028.0;2
214;453000.0;5731000.0;29377.0;1
214;453000.0;5731000.0;29515.0;2
214;453000.0;5731000.0;29658.0;1
214;453000.0;5731000.0;29717.0;2
214;453000.0;5731000.0;30215.0;1
214;453000.0;5731000.0;30670.0;2
214;453000.0;5731000.0;30702.0;3
214;453000.0;5731000.0;30733.0;2
214;453000.0;5731000.0;31065.0;3
214;453000.0;5731000.0;31948.0;2
214;453000.0;5731000.0;32158.0;3
214;453000.0;5731000.0;32168.0;2
214;453000.0;5731000.0;32261.0;1
214;453000.0;5731000.0;32628.0;0
214;453000.0;5731000.0;36471.0;1
214;453000.0;5731000.0;36620.0;0
214;453000.0;5731000.0;41382.0;1
214;453000.0;5731000.0;41607.0;0
214;453000.0;5731000.0;41864.0;1
214;453000.0;5731000.0;41939.0;0
214;453000.0;5731000.0;41994.0;1
214;453000.0;5731000.0;42118.0;2
214;453000.0;5731000.0;42486.0;1
214;453000.0;5731000.0;42886.0;0
214;453000.0;5731000.0;43426.0;1
214;453000.0;5731000.0;43874.0;2
214;453000.0;5731000.0;43926.0;1
214;453000.0;5731000.0;45052.0;0
214;453000.0;5731000.0;46183.0;1
214;453000.0;5731000.0;46201.0;2
214;453000.0;5731000.0;47488.0;3
214;453000.0;5731000.0;48232.0;4
214;453000.0;5731000.0;48668.0;5
214;453000.0;5731000.0;49191.0;6
214;453000.0;5731000.0;49620.0;7
214;453000.0;5731000.0;50243.0;8
214;453000.0;5731000.0;50491.0;9
214;453000.0;5731000.0;50807.0;10
214;453000.0;5731000.0;51032.0;11
214;453000.0;5731000.0;51824.0;10
214;453000.0;5731000.0;51888.0;9
214;453000.0;5731000.0;52110.0;10
214;453000.0;5731000.0;52430.0;11
214;453000.0;5731000.0;52556.0;12
214;453000.0;5731000.0;52802.0;13
214;453000.0;5731000.0;53280.0;12
214;453000.0;5731000.0;53521.0;13
214;453000.0;5731000.0;53545.0;12
214;453000.0;5731000.0;53661.0;11
214;453000.0;5731000.0;53829.0;12
214;453000.0;5731000.0;53934.0;11
214;453000.0;5731000.0;54192.0;12
214;453000.0;5731000.0;54199.0;11
214;453000.0;5731000.0;54319.0;10
214;453000.0;5731000.0;54329.0;11
214;453000.0;5731000.0;54404.0;12
214;453000.0;5731000.0;54883.0;11
214;453000.0;5731000.0;54921.0;12
214;453000.0;5731000.0;55132.0;13
214;453000.0;5731000.0;55326.0;14
214;453000.0;5731000.0;55408.0;15
214;453000.0;5731000.0;55501.0;16
214;453000.0;5731000.0;55520.0;17
214;453000.0;5731000.0;55588.0;16
214;453000.0;5731000.0;55669.0;15
214;453000.0;5731000.0;55743.0;14
214;453000.0;5731000.0;55836.0;15
214;453000.0;5731000.0;55842.0;14
214;453000.0;5731000.0;55884.0;15
214;453000.0;5731000.0;56180.0;14
214;453000.0;5731000.0;56208.0;13
214;453000.0;5731000.0;56347.0;12
214;453000.0;5731000.0;56510.0;13
214;453000.0;5731000.0;56778.0;14
214;453000.0;5731000.0;57213.0;15
214;453000.0;5731000.0;57614.0;16
214;453000.0;5731000.0;58016.0;17
214;453000.0;5731000.0;58027.0;18
214;453000.0;5731000.0;58124.0;17
214;453000.0;5731000.0;58261.0;18
214;453000.0;5731000.0;58469.0;19
214;453000.0;5731000.0;58578.0;18
214;453000.0;5731000.0;58777.0;17
214;453000.0;5731000.0;59095.0;18
