time	STAY	0 pax	1 pax	2 pax	3 pax	4 pax	5 pax	6 pax
00:00:00	249.16666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:05:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:10:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:15:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:20:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:25:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:30:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:35:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:40:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:45:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:50:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:55:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:00:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:05:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:10:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:15:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:20:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:25:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:30:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:35:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:40:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:45:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:50:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:55:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:00:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:05:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:10:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:15:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:20:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:25:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:30:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:35:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:40:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:45:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:50:00	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
